화장실명,구분명,소재지도로명주소,소재지지번주소,개방시간,개방시간상세,비상벨설치여부,전화번호,위도,경도
협재해수욕장(협재해변),공중화장실,제주특별자치도 제주시 한림읍 한림로 329-10,,상시,24시간,Y,0647287674,33.3937480,126.2394319
제40호 어린이공원(탐라교회옆),개방화장실,,제주특별자치도 제주시 이도2동 404,상시,24시간,Y,0647283605,33.4974911,126.5407936
이도근린공원(한마음병원 북측),개방화장실,제주특별자치도 제주시 이도공원동길 6,,상시,24시간,Y,0647283605,33.4978154,126.5444891
신비의도로(소정도채비옆),공중화장실,제주특별자치도 제주시 1100로 2894-65,,상시,,Y,0647288265,33.4514304,126.4874068
한천제2저류지공원,간이화장실,제주특별자치도 제주시 오등동 1834-4,,상시,,Y,0647288202,33.4467073,126.5230787
동부하수처리장 관리동,개방화장실,제주특별자치도 제주시 구좌읍 월정서로 162,,정시,00:00~23:00,N,0647507890,,
제주항 6부두,개방화장실,제주특별자치도 제주시 임항로 191,,상시,24시간,Y,0647108693,33.5258374,126.5440785
주경기장 1층(외4문),개방화장실,제주특별자치도 제주시 서광로2길 24,,정시,09:00~18:00,Y,0647283279,33.4950629,126.5187972
한림중앙상가(1층 동쪽),공중화장실,제주특별자치도 제주시 한림읍 한림북동길 2,,정시,09:00~18:00,Y,0647287631,33.4155049,126.2648394
옹포천 어울공원,공중화장실,제주특별자치도 제주시 한림읍 한림상로36-6,,상시,,Y,0647287652,,
신산공원3(국수거리 게이트볼장 옆),개방화장실,,제주특별자치도 제주시 일도2동 995-87,상시,24시간,Y,0647283605,33.5073471,126.5318960
애향운동장,개방화장실,제주특별자치도 제주시 서광로2길 24,,상시,24시간,Y,0647283279,33.4950629,126.5187972
두모리포구,공중화장실,제주특별자치도 제주시 두모11길 51,제주특별자치도 제주시 한경면 두모리 2621-1,상시,,Y,0647287954,33.3568982,126.1825115
관음사 산악박물관 화장실,개방화장실,제주특별자치도 제주시 산록북로 588,,상시,24시간,N,0647107826,33.4216134,126.5497576
화북청소년문화의집,개방화장실,"제주특별자치도 제주시 진남로 59, 화북청소년수련실 (화북일동)",제주특별자치도 제주시 화북일동 1618 화북청소년수련실,정시,(평일)09:00~20:00+(주말)09:00~18:00),N,,33.5239465,126.5665621
조천청소년문화의집(민간위탁),개방화장실,"제주특별자치도 제주시 조천읍 신북로 194-1, 조천청소년문화의집",제주특별자치도 제주시 조천읍 조천리 3159 조천청소년문화의집,정시,(평일)09:00~20:00+(주말)09:00~18:00),N,,33.5348243,126.6342573
제주시 기적의도서관,개방화장실,"제주특별자치도 제주시 동광로12길 19, 제주기적의도서관 (이도이동)",제주특별자치도 제주시 이도이동 1128-1 제주기적의도서관,정시,평일 09:00 ~ 18:00,N,,33.5017645,126.5355265
아라청소년문화의집,개방화장실,제주특별자치도 제주시 중앙로 585 (아라일동),제주특별자치도 제주시 아라일동 6139-7,정시,(평일)09:00~20:00+(주말)09:00~18:00),N,,33.4710856,126.5458620
도평청소년문화의집,개방화장실,"제주특별자치도 제주시 도평길 22, 도평 청소년문화의집, 어린이집 (도평동)","제주특별자치도 제주시 도평동 872-1 도평 청소년문화의집, 어린이집",정시,(평일)09:00~20:00+(주말)09:00~18:00),N,,33.4799065,126.4470689
노형청소년문화의집,개방화장실,제주특별자치도 제주시 정존11길 76 (노형동),제주특별자치도 제주시 노형동 2582-1,정시,(평일)09:00~20:00+(주말)09:00~18:00),N,,33.4892629,126.4716008
동광 공영주차장,개방화장실,제주특별자치도 제주시 태성로2길 5,제주특별자치도 제주시 일도2동 82-8,정시,09:00~18:00,Y,0647283823,33.4999259,126.5453620
유아동네숲터,공중화장실,,제주특별자치도 제주시 애월읍 수산리 산1-1,상시,,Y,0647288866,33.4738175,126.3828394
애월청소년문화의집,개방화장실,"제주특별자치도 제주시 애월읍 일주서로 6331, 애월청소년문화의집",제주특별자치도 제주시 애월읍 애월리 377 애월청소년문화의집,정시,(평일)09:00~20:00+(주말)09:00~18:00),N,,33.4631803,126.3305694
삼도1동청소년문화의집(민간위탁),개방화장실,제주특별자치도 제주시 서사로14길 16 (삼도일동),제주특별자치도 제주시 삼도일동 528-17,정시,(평일)09:00~20:00+(주말)09:00~18:00),N,,33.5036871,126.5182256
조천읍도서관,개방화장실,"제주특별자치도 제주시 조천읍 일주동로 1189, 조천도서관",제주특별자치도 제주시 조천읍 함덕리 919 조천도서관,정시,(평일) 08:00~23:00,N,,33.5377042,126.6676196
한림청소년문화의집,개방화장실,"제주특별자치도 제주시 한림읍 한림상로 134-8, 청소년문화의집",제주특별자치도 제주시 한림읍 한림리 905-27 청소년문화의집,정시,(평일)09:00~20:00+(주말)09:00~18:00),N,,33.4106545,126.2678050
구좌청소년문화의집,개방화장실,제주특별자치도 제주시 구좌읍 세화5길 6-9,제주특별자치도 제주시 구좌읍 세화리 1486-2,정시,(평일)09:00~20:00+(주말)09:00~18:00),N,,33.5240950,126.8574793
추자청소년문화의집,개방화장실,"제주특별자치도 제주시 추자면 대서6길 30, 추자청소년문화의집",제주특별자치도 제주시 추자면 대서리 173-5 추자청소년문화의집,정시,(평일)09:00~20:00+(주말)09:00~18:00),N,,,
탐라도서관,개방화장실,"제주특별자치도 제주시 정원로 50, 제주탐라도서관 (노형동)",제주특별자치도 제주시 노형동 3812-1 제주탐라도서관,정시,(평일)08:00~23:00),N,,33.4791376,126.4762462
광령저수지 남쪽,공중화장실,제주특별자치도 제주시 애월읍 광령북3길 27-4,,상시,,Y,0647288866,33.4701967,126.4261469
한경도서관,개방화장실,"제주특별자치도 제주시 한경면 두신로 84, 한경면사무소",제주특별자치도 제주시 한경면 신창리 247 한경면사무소,정시,(평일)08:00~23:00,N,,33.3501105,126.1841050
애월도서관,개방화장실,"제주특별자치도 제주시 애월읍 일주서로 6339, 애월읍도서관",제주특별자치도 제주시 애월읍 고내리 1364 애월읍도서관,정시,(평일)08:00~23:00),N,,33.4633234,126.3313098
한림 상두거리 공영주차장,개방화장실,,"제주특별자치도 제주시 한림리 1198-3,4",정시,09:00~18:00,Y,0647283823,,
면수동해녀탈의장,공중화장실,,제주특별자치도 제주시 구좌읍 하도리 3140-2,상시,,N,0647287745,33.5285609,126.8665423
곽지과물해변통시(동쪽),공중화장실,제주특별자치도 제주시 애월읍 곽지1길 31,,상시,,Y,0647288883,33.4485059,126.3030938
시민복지타운,개방화장실,제주특별자치도 제주시 복지로9길 25,,상시,24시간,Y,0647283605,33.4893660,126.5272131
고산엉알,공중화장실,제주특별자치도 제주시 노을해안로 1032-20,제주특별자치도 제주시 한경면 고산리  3653-3,상시,,Y,0647287954,33.3002681,126.1676197
제주상공회의소 동측 공영주차장 (도남),개방화장실,,제주특별자치도 제주시 도남동 574-3,정시,09:00~18:00,Y,0647283823,33.4904346,126.5200972
제주항 9부두,개방화장실,제주특별자치도 제주시 임항로 197,,상시,24시간,Y,0647108693,33.5236898,126.5459475
제주시청5별관,개방화장실,제주특별자치도 제주시 광양9길 3,,정시,09:00~18:00,N,0647282424,33.5000296,126.5299443
우도면,개방화장실,제주특별자치도 제주시 우도로 153,,정시,09:00~18:00,N,,33.5064710,126.9529777
삼도1동,개방화장실,제주특별자치도 제주시 전농로 40,,정시,09:00~18:00,Y,,33.5041441,126.5173684
제주항 국제여객터미널(1층 대합실 스낵),개방화장실,제주특별자치도 제주시 임항로 191,,정시,04:30~21:00,Y,0647108693,33.5258374,126.5440785
노루생태관찰원 1,개방화장실,제주특별자치도 제주시 명림로 520,,정시,09:00~18:00,Y,0647283613,33.4443239,126.6266893
제주중앙지하도상가 3차(관덕로),개방화장실,"제주특별자치도 제주시 관덕로 지하 38, 9번 출입구",,상시,24시간,Y,0647283702,,
조천읍,개방화장실,제주특별자치도 제주시 신북로 194,,정시,09:00~18:00,Y,,33.5348243,126.6342573
일도2동,개방화장실,제주특별자치도 제주시 삼성로 134 (일도이동),제주특별자치도 제주시 일도이동 161,정시,09:00~18:00,N,,33.5116889,126.5380938
하우목동항,공중화장실,제주특별자치도 제주시 우도해안길 353,제주특별자치도 제주시 우도면 연평리 2391-1,상시,,Y,0647284342,33.5097115,126.9431217
용담1동청소년문화의집,개방화장실,제주특별자치도 제주시 서문로 37-10 (용담일동),제주특별자치도 제주시 용담일동 311,정시,(평일)09:00~20:00+(주말)09:00~18:00),N,,33.5116298,126.5150887
제주시청소년수련관,개방화장실,"제주특별자치도 제주시 사라봉동길 21-1, 제주시청소년수련관 (건입동)",제주특별자치도 제주시 건입동 538 제주시청소년수련관,정시,(평일)09:00~20:00+(주말)09:00~18:00),N,,33.5137924,126.5465091
건강증진과(노형건강생활지원센터),개방화장실,제주특별자치도 제주시 노형9길 9-4,,정시,09:00~18:00,Y,,33.4828816,126.4769921
자치행정과(평생학습관),개방화장실,제주특별자치도 제주시 사라봉동길 15,,정시,09:00~18:00,N,0647288686,33.5140901,126.5471090
위미3리 태웃개 화장실,개방화장실,제주특별자치도 남원읍 위미리69-3,,상시,,Y,0647604183,33.2702493,126.6919023
수산2리 생태마을 포토존,개방화장실,제주특별자치도 서귀포시 성산읍 수산리 4097-3,,상시,,Y,0647604262,33.4364686,126.8381329
성산일출봉,개방화장실,제주특별자치도  서귀포시 성산읍 성산리 114-3,,정시,07:00~20:00,Y,0647107922,33.4620443,126.9352943
서귀포시청소년수련관,개방화장실,제주특별자치도 서귀포시 중산간서로 97-1,,정시,09:00~20:00,Y,0647606412,33.2605367,126.4984486
표선면 공영주차빌딩,개방화장실,제주특별자치도 표선중앙로 74-1,,상시,,Y,0647604463,33.3262364,126.8317739
대포항 공용화장실,개방화장실,제주특별자치도 서귀포시 대포로 172-9,,상시,,Y,0647604816,33.2383144,126.4394451
숨골공원 공중화장실,개방화장실,제주특별자치도 서귀포시 서호동 1609,,상시,,Y,0647603193,33.2493023,126.5162718
소암기념관,개방화장실,제주특별자치도 서귀포시 소암로 15,,정시,09:00~18:00,Y,0647603511,33.2451236,126.5674212
대왕수천,개방화장실,제주특별자치도 서귀포시 상예동 517,,상시,,Y,0647603943,33.2547419,126.3979613
GS25중문버자야점,개방화장실,제주특별자치도 서귀포시 예래로 36,,정시,09:00~18:00,N,0647603943,33.2565943,126.4018878
감귤박물관 족욕체험장 화장실,개방화장실,제주특별자치도 서귀포시 효돈순환로 441,,정시,09:00~18:00,Y,0647606400,33.2715930,126.6074285
평지교회,개방화장실,제주특별자치도 서귀포시 대정읍 무영로228번길 8-8,,정시,09:00~18:00,N,0647603943,33.2806514,126.2223888
표선면사무소,개방화장실,제주특별자치도 표선중앙로 74,,상시,,Y,0647604463,33.3266881,126.8310427
운진항 버스회차지,개방화장실,제주특별자치도 서귀포시 대정읍 하모리 646-20,,상시,,Y,0647604028,33.2105461,126.2576052
서귀포자연휴양림,개방화장실,제주특별자치도 서귀포시 대포동 산1-8,,상시,,Y,0647603063,33.3107804,126.4597765
매일시장주차장,공중화장실,제주특별자치도 서귀포시 중앙동 272-49,,상시,,Y,0647602634,33.2489652,126.5642849
광명사,개방화장실,제주특별자치도 서귀포시 중문동 2275,,상시,,Y,0647603943,33.2489173,126.4180913
남원읍사무소,개방화장실,제주특별자치도 남원읍 태위로 695,,정시,09:00~18:00,Y,0647604115,33.2798959,126.7206770
성읍민속남문상가-1,개방화장실,제주특별자치도  서귀포시 표선면 성읍리 855-3(주차장),,정시,09:00~18:00,Y,0647602516,33.3844593,126.8013848
송악산 숲길,개방화장실,제주특별자치도 서귀포시  대정읍 상모리 186-4,,상시,,Y,0647604067,33.2038462,126.2879877
표선충혼묘지,개방화장실,제주특별자치도 성읍리 3147,,상시,,Y,0647604463,33.4164670,126.7616491
중문색달해수욕장(모래사장끝),개방화장실,제주특별자치도 중문색달해수욕장내(색달동 3304-1 인근),,상시,,N,0647603943,,
난산보건진료소,개방화장실,제주특별자치도 서귀포시 성산읍 난산로 28,,정시,09:00~18:00,N,0647606382,33.4010459,126.8719516
다미진횟집,개방화장실,제주특별자치도 서귀포시 표선면 민속해안로 578-1,,정시,10:00~22:00,N,0647603943,33.3250982,126.8440322
정방공영주차빌딩,공중화장실,제주특별자치도 서귀포시 서귀동 403-6,,상시,,Y,0647603132,33.2477903,126.5658130
예래청소년문화의집,개방화장실,제주특별자치도 서귀포시 열리로 80,,정시,09:00~20:00,Y,0647604876,33.2470279,126.3902620
화순금모래,개방화장실,제주특별자치도 안덕면 화순해안로 69,,상시,,Y,0647604363,33.2408567,126.3339459
표선도서관,개방화장실,제주특별자치도 표선면 표선백사로110번길17-10,,정시,08:00~22:00,N,0647603754,33.3237751,126.8384960
강정1호공원 공중화장실,개방화장실,제주특별자치도 서귀포시 강정동 201,,상시,,Y,0647603193,33.2537149,126.5042567
서복전시관-주차장,개방화장실,제주특별자치도 서귀포시 칠십리로 156-13,,상시,,N,0647606361,33.2452405,126.5712127
표선보건지소,개방화장실,제주특별자치도 서귀포시 표선면 표선중앙로 17,,정시,09:00~18:00,N,0647606165,33.3311299,126.8302633
표선면 복지관,개방화장실,제주특별자치도 표선중앙로 21,,정시,09:00~18:00,Y,0647604463,33.3309101,126.8305172
목화휴게소,개방화장실,제주특별자치도 서귀포시 성산읍 해맞이해안로 2526,,정시,11:00~18:00,N,0647603943,33.4817819,126.9016797
서귀포시청 제1청사 별관,개방화장실,제주특별자치도 서귀포시 중앙로 105(서홍동),,정시,09:00~18:00,N,0647602052,33.2539547,126.5595883
설문대공원 공중화장실,개방화장실,제주특별자치도 서귀포시 서호동 1598,,상시,,Y,0647603193,33.2593736,126.5166596
삼주상가(1동 식육점),개방화장실,제주특별자치도 서귀포시 김정문화로 66,,상시,,Y,0647606535,33.2505762,126.5118241
쇠소깍 공영,공중화장실,제주특별자치도 서귀포시 하효동 990-1,,상시,,Y,0647603132,33.2540927,126.6222972
1코스 안내소,개방화장실,제주특별자치도 서귀포시 성산읍 시흥리 2665-1,,상시,,Y,0647603943,33.4746441,126.8859813
고성오일시장,개방화장실,제주특별자치도 서귀포시 성산읍 고성오조로 93,,정시,06:00~16:00,Y,0647604281,33.4518623,126.9128147
의귀교회,개방화장실,제주특별자치도 서귀포시 남원읍 남조로381번길 7,,상시,,N,0647606535,33.3118816,126.7136135
치유의 숲 주차장 화장실,개방화장실,제주특별자치도 서귀포시 산록남로 2271,,정시,08:00~18:00,Y,0647603773,33.2919386,126.5279023
동부종합사회복지관,개방화장실,제주특별자치도 성산읍 일출로 14-11,,정시,09:00~18:00,Y,0647602524,33.4466837,126.9132007
토산보건진료소,개방화장실,제주특별자치도 서귀포시 표선면 중산간동로 5561,,정시,09:00~18:00,N,0647606375,33.3262355,126.7670172
성판악 진달래밭 화장실,개방화장실,제주특별자치도 서귀포시 남원읍 하례리 산1-7,,상시,,Y,0647107826,33.3593454,126.5706142
국민체육센터,개방화장실,제주특별자치도 서귀포시 중문관광로 346 (중문동),,정시,06:00~22:00,Y,0647393623,33.2509475,126.4321520
신산청소년문화의집,개방화장실,제주특별자치도 서귀포시 성산읍 일주동로 5101-1,,정시,09:00~20:00,Y,0647604298,33.3812644,126.8772913
매일시장주차장,공중화장실,제주특별자치도 서귀포시 중앙동 277-1,,상시,,Y,0647602634,33.2501694,126.5634110
남원해안경승지(큰엉),개방화장실,제주특별자치도 태위로 522-17,,상시,,Y,0647604183,33.2733498,126.7037120
성산읍납골당(공설묘지),개방화장실,제주특별자치도 서귀포시 성산읍 금백조로 548,,정시,09:00~18:00,Y,0647604207,33.4348572,126.8168561
표선생활체육관(실내),개방화장실,제주특별자치도 한마음초등로 399,,정시,09:00~18:00,Y,0647604463,33.3545660,126.8138660
태평공원 공중화장실,개방화장실,제주특별자치도 서귀포시 동홍동 402-4,,상시,,Y,0647603193,33.2505530,126.5703218
치유의 숲 방문자센터,개방화장실,제주특별자치도 서귀포시 산록남로 2271,,정시,08:00~18:00,Y,0647603773,33.2919386,126.5279023
서귀포시청 제1청사 본관,개방화장실,제주특별자치도 서귀포시 중앙로 105(서홍동),,정시,09:00~18:00,N,0647602052,33.2539547,126.5595883
농산물가공교육장,개방화장실,제주특별자치도 중산간동로 7413,,정시,09:00~18:00,Y,0647607815,33.2879719,126.6077967
중문단지축구장,개방화장실,제주특별자치도 서귀포시 이어도로 120-73,,정시,09:00~18:00,Y,0647383644,,
성읍민속남문상가-2,개방화장실,제주특별자치도  서귀포시 표선면 성읍리 875,,정시,09:00~18:00,Y,0647602512,33.3871555,126.8015725
예래동주민센터,개방화장실,제주특별자치도 서귀포시 예래로82,,상시,,Y,0647604852,33.2542810,126.3978699
소라의성,개방화장실,제주특별자치도 서귀포시 칠십리로 214번길 17-17,,상시,,Y,0647602654,33.2451792,126.5769551
와하하게스트하우스,개방화장실,제주특별자치도 서귀포시 표선면 민속해안로 317,,정시,09:00~18:00,N,0647603943,33.3101080,126.8308250
옵데강편의음식점,개방화장실,제주특별자치도 서귀포시 대정읍 중산간서로 2863,,상시,,N,0647603943,33.2743807,126.2357120
세화보건진료소,개방화장실,제주특별자치도 서귀포시 표선면 세성로 302-1,,정시,09:00~18:00,N,0647606376,33.3317880,126.7982581
대포 해송횟집,개방화장실,제주특별자치도 서귀포시 이어도로 200-7(대포동),,정시,11:00~18:00,N,0647603943,33.2390286,126.4427311
혁신도시건강생활지원센터,개방화장실,제주특별자치도 서귀포시 법환동 1666-6,,정시,09:00~18:00,N,0647606014,33.2498652,126.5134065
용머리주차장화장실,개방화장실,제주특별자치도 서귀포시 사계남로 216번길 24-8,,정시,09:00~18:00,Y,0647606324,33.2335289,126.3113633
중앙로터리공영주차빌딩,공중화장실,제주특별자치도 서귀포시 서귀동 298-2,,상시,,Y,0647603132,33.2516949,126.5605121
서귀포오일시장-3,공중화장실,제주특별자치도 서귀포시 토평서로11번길 150 (동홍동),,상시,,Y,0647602634,33.2665213,126.5732903
서호새마을금고,개방화장실,제주특별자치도 서귀포시 서호로 33(서호동),,상시,,N,0647603943,33.2569985,126.5227508
쇠소깍 공영주차장 화장실,개방화장실,제주특별자치도 서귀포시 하효동 990-1,,상시,,Y,0647604642,33.2540927,126.6222972
삼매봉공원 공중화장실(2),개방화장실,제주특별자치도 서귀포시 서홍동 780-1,,상시,,Y,0647603193,33.2415415,126.5477974
보목동어촌계,개방화장실,제주특별자치도 서귀포시 보목동 566-3,,상시,,Y,0647606535,33.2396462,126.6079243
안덕청소년문화의집,개방화장실,제주특별자치도 서귀포시 안덕면 화순로56번길 20,,정시,09:00~20:00,Y,0647604393,33.2496069,126.3370700
사계보건진료소,개방화장실,제주특별자치도 서귀포시 안덕면 산방로349,,정시,09:00~18:00,N,0647606390,33.2320282,126.2994392
선궷네,개방화장실,제주특별자치도 서귀포시 대포동 1213,,상시,,Y,0647603943,33.2429393,126.4474282
강정체육공원 공중화장실,개방화장실,제주특별자치도 서귀포시 강정동 2661,,상시,,N,0647604805,33.2346582,126.4871768
동부도서관,개방화장실,제주특별자치도 서귀포시 일주동로 8232(신효동),,정시,09:00~22:00,N,0647603694,33.2617578,126.6083181
서귀포농업기술센터 청사,개방화장실,제주특별자치도 중산간동로 7415,,정시,09:00~18:00,Y,0647607815,33.2874511,126.6079174
토평공원 공중화장실,개방화장실,제주특별자치도 서귀포시 토평동 3237-1,,상시,,Y,0647603193,,
버스회차지 공중화장실,개방화장실,제주특별자치도 상효동 1122-6,,상시,,Y,0647604655,33.2996513,126.6009224
창작스튜디오,개방화장실,제주특별자치도 서귀포시 이중섭로 33,,정시,09:00~18:00,N,0647603593,33.2451593,126.5644705
월평아왜낭목,개방화장실,제주특별자치도 서귀포시 월평동 513-1,,상시,,Y,0647603943,33.2433872,126.4591197
오조 한도교,개방화장실,제주특별자치도 서귀포시 성산읍 오조리 2-4,,상시,,Y,0647604262,33.4690248,126.9233716
삼주상가(1동 식육점),개방화장실,제주특별자치도 서귀포시 법환동 749,,상시,,Y,0647606535,33.2502360,126.5114766
중문청소년문화의집,개방화장실,제주특별자치도 서귀포시 천제연로185번길 11-1,,정시,09:00~20:00,Y,0647604871,33.2530811,126.4243919
중문색달해수욕장(신라호텔밑),개방화장실,제주특별자치도 중문색달해수욕장내(색달동 3304-1 인근),,상시,,N,0647603943,,
IUCN 약속의 숲,개방화장실,제주특별자치도 서귀포시 안덕면 동광리 795-1,,정시,09:00~18:00,Y,0647102854,33.3078760,126.3437996
봉림사,개방화장실,제주특별자치도 서귀포시 태평로205번길 87(호근동),,상시,,N,0647603943,33.2509992,126.5394617
안덕체육관(야외),개방화장실,제주특별자치도 안덕면 화순서서로 59,,정시,09:00~18:00,Y,0647604312,33.2549408,126.3285704
표선면 다목적회관,개방화장실,제주특별자치도 표선동서로193번길 8-1,,정시,09:00~18:00,Y,0647604463,33.3222723,126.8298818
켄싱턴리조트(야외주점),개방화장실,제주특별자치도 서귀포시 이어도로 684(강정동),,상시,,N,0647603943,33.2336795,126.4890404
남원읍다목적회관(센터),개방화장실,제주특별자치도 남원읍 태위로723번길3,,정시,09:00~16:00,Y,0647604115,33.2806997,126.7231579
삼다체육공원 공중화장실,개방화장실,제주특별자치도 서귀포시 서호동 1602,,상시,,Y,0647603193,33.2518565,126.5166546
돈내코휴게소화장실,개방화장실,제주특별자치도 서귀포시 돈내코로 120,,상시,,Y,0647604655,33.3001330,126.5844380
돔베낭골,개방화장실,제주특별자치도 서귀포시 태평로 92번길 49,,상시,,Y,0647603943,33.2401695,126.5318428
온평보건진료소,개방화장실,제주특별자치도 서귀포시 성산읍 온평애향로23번길 6,,정시,09:00~18:00,N,0647606395,33.4081225,126.9001736
천지연산책로(폭포안),개방화장실,제주특별자치도 서귀포시 천지동 808-1,,정시,09:00~22:00,Y,0647606308,33.2463883,126.5559057
동홍1공영주차빌딩,공중화장실,제주특별자치도 서귀포시 동홍동 395-2,,상시,,N,0647603133,33.2504047,126.5688327
한란전시관,개방화장실,제주특별자치도 서귀포시 돈내코로67번길 19(상효동),,정시,09:00~18:00,Y,0647603524,33.2963884,126.5905309
하모체육공원,개방화장실,제주특별자치도 서귀포시  대정읍 하모리 2139,,상시,,Y,0647604016,33.2190249,126.2523882
멧돌뚝배기,개방화장실,제주특별자치도 서귀포시 송산동 70,,정시,08:00~20:00,N,0647603943,33.2518549,126.6053707
무릉보건진료소,개방화장실,제주특별자치도 서귀포시 대정읍 중산간서로 2877,,정시,09:00~18:00,N,0647606388,33.2743692,126.2342074
서부보건소,개방화장실,제주특별자치도 서귀포시 대정읍 최남단해안로15번길 12,,정시,09:00~18:00,N,0647606204,33.2186719,126.2532449
태흥2리 축구장,개방화장실,제주특별자치도 서귀포시 남태해안로 502,,상시,,N,0647603943,33.2867852,126.7496145
서귀어촌계,개방화장실,제주특별자치도 서귀포시 서귀동 673-5,,상시,,Y,0647606535,33.2400352,126.5619572
공천포전지훈련센터(실외),개방화장실,제주특별자치도 서귀포시 신례로 96,,상시,,Y,0647603665,33.2768320,126.6409232
서귀포시청 제2청사 본관,개방화장실,제주특별자치도 서귀포시 신중로 55(법환동),,정시,09:00~18:00,N,0647602822,33.2555818,126.5105274
군산,개방화장실,제주특별자치도 서귀포시 상예동 산 4,,상시,,N,0647606535,33.2538749,126.3752655
감귤길공원 공중화장실,개방화장실,제주특별자치도 서귀포시 서호동 1599,,상시,,Y,0647603193,33.2566356,126.5170867
제주월드컵경기장(1층),개방화장실,제주특별자치도 서귀포시 월드컵로33,,상시,,Y,0647603582,33.2462194,126.5092753
영천동주민센터화장실,개방화장실,제주특별자치도 서귀포시 토평로 15,,상시,,Y,0647604655,33.2687603,126.5866437
성산일출봉,개방화장실,제주특별자치도  서귀포시 성산읍 성산리 102-1,,정시,07:00~20:00,Y,0647107922,33.4629590,126.9361589
신산청소년문화의집,개방화장실,제주특별자치도 서귀포시 성산읍 일주동로 5101-1,,정시,09:00~18:00,Y,0647604297,33.3812644,126.8772913
신양섭지코지해변,개방화장실,제주특별자치도 서귀포시 성산읍 신양로122번길 16,,상시,,Y,0647604281,33.4355914,126.9219449
이승이오름주차장,개방화장실,제주특별자치도 남원읍 신례리 산 12-19,,상시,,Y,0647604165,33.3147530,126.6310897
상창보건진료소,개방화장실,제주특별자치도 서귀포시 안덕면 상창로145번길 11,,정시,09:00~18:00,N,0647606393,,
영실 1100고지 화장실,개방화장실,제주특별자치도 서귀포시 1100로1555,,상시,,Y,0647107826,33.3578491,126.4624245
표선오일시장,개방화장실,제주특별자치도 표선동서로 203-1,,정시,불규칙,Y,0647604463,33.3227172,126.8303826
"남원읍 공설공원묘지(A,B동)",개방화장실,제주특별자치도 남원읍 서성로 955-24,,정시,09:00~18:00,Y,0647604136,33.3390463,126.6946291
신흥보건진료소,개방화장실,제주특별자치도 서귀포시 남원읍 중산간동로 5774,,정시,09:00~18:00,N,0647606374,33.3198428,126.7479063
중문색달해수욕장,개방화장실,제주특별자치도 서귀포시 색달동(종합상활실 내),,상시,,Y,0647604852,33.2789963,126.4083641
가시리체육공원,개방화장실,제주특별자치도 가시리 1226-2,,정시,09:00~18:00,Y,0647604463,33.3518815,126.7755782
야외화장실,개방화장실,제주특별자치도 남원읍 하례리 1556-3,,정시,09:00~18:00,Y,0647607815,33.2871218,126.6108522
고근산,개방화장실,제주특별자치도 서귀포시 서호동 1286-1,,상시,,Y,0647606535,33.2663148,126.5137949
물영아리오름,개방화장실,제주특별자치도 서귀포시 남원읍 수망리 182-7,,상시,,Y,0647606535,,
감귤박물관 쿠키머핀체험장 화장실,개방화장실,제주특별자치도 서귀포시 효돈순환로 441,,상시,,Y,0647606400,33.2715930,126.6074285
서광동보건진료소,개방화장실,제주특별자치도 서귀포시 안덕면 중산간서로1811,,정시,09:00~18:00,N,0647606391,33.2866537,126.3288917
서귀포시평생학습관,개방화장실,제주특별자치도 서귀포시 서문로29번길 10,,정시,09:00~18:00,Y,0647602262,33.2493043,126.5585438
걸매공원 공중화장실,개방화장실,제주특별자치도 서귀포시 서홍동 1199,,상시,,Y,0647603193,33.2509081,126.5539439
신례2리마을회관,개방화장실,제주특별자치도 서귀포시 남원읍 공천포로 69-1,,상시,,N,0647603943,33.2650958,126.6407858
돈내코운동장화장실,개방화장실,제주특별자치도 서귀포시 돈내코로 128,,상시,,Y,0647604655,33.3008439,126.5836586
자구리공원 공중화장실,개방화장실,제주특별자치도 서귀포시 서귀동 15,,상시,,Y,0647603193,33.2421312,126.5676927
오조 올레(펌프장),개방화장실,제주특별자치도 서귀포시 성산읍 오조리 258지선,,상시,,Y,0647604262,33.4625546,126.9147803
돈내코산책로화장실,개방화장실,제주특별자치도 서귀포시 돈내코로 137,,상시,,Y,0647604655,33.3005024,126.5819505
신산 막내해녀 화장실,개방화장실,제주특별자치도 서귀포시 성산읍 신산리 302,,상시,,Y,0647604281,33.3854672,126.8858800
서귀포시청 제2청사 별관,개방화장실,제주특별자치도 서귀포시 신중로 55(법환동),,정시,09:00~18:00,N,0647602822,33.2555818,126.5105274
표선전천후게이트볼장,개방화장실,제주특별자치도 한마음초등로 396,,상시,,Y,0647604463,33.3531885,126.8133902
서홍동주민센터,개방화장실,제주특별자치도  서귀포시 중앙로 125,,정시,09:00~18:00,N,0647604722,33.2560780,126.5599846
보석암,개방화장실,제주특별자치도 서귀포시 온평리 1399-2,,상시,,N,0647603943,33.3992887,126.8933824
산방산 화장실,개방화장실,제주특별자치도 서귀포시 안덕면 사계리 187-3,,정시,09:00~18:00,Y,0647606324,33.2366726,126.3116546
태흥포구 올레4길 화장실,개방화장실,제주특별자치도 남원읍 태흥리 1177,,정시,09:00~18:00,Y,0647604183,33.2804726,126.7368110
위미1리 복지회관,개방화장실,제주특별자치도 서귀포시 남원읍 위미해안로 4-3,,정시,09:00~20:30,N,0647603943,33.2737986,126.6571908
치유의 숲 쉼팡3 화장실,개방화장실,제주특별자치도 서귀포시 산록남로 2271,,정시,08:00~18:00,Y,0647603773,33.2919386,126.5279023
