주차장관리번호,주차장명,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,요금정보,위도,경도
405-1-000763,정든로6길 15-10,노상,제주특별자치도 제주시 정든로6길 15-10,,1,무료,33.4985957,126.5443079
405-1-000764,정든로6길 15-12,노상,제주특별자치도 제주시 정든로6길 15-12,,1,무료,33.4986689,126.5444447
405-1-000765,"정든로 64, 이도공원길 45",노상,제주특별자치도 제주시 정든로 64,,5,무료,33.4990756,126.5444324
405-1-000766,"이도공원길 44-1, 44-13",노상,제주특별자치도 제주시 이도공원길 44-1,,6,무료,33.4983865,126.5449582
405-1-000767,"구남동5길 8, 22",노상,제주특별자치도 제주시 구남동5길 8,,26,무료,33.4897171,126.5399141
405-1-000768,"이도이동 1979-11, 구남동5길 32-1",노상,,제주특별자치도 제주시 이도이동 1979-11,20,무료,,
405-2-000769,"이도이동 319, 319-23, 319-28, 319-29",노외,,제주특별자치도 제주시 이도이동 319,23,무료,33.5037686,126.5373554
405-2-000770,이도이동 319-24 외 2필지,노외,,제주특별자치도 제주시 이도이동 319-24,14,무료,,
405-2-000771,도남동 79-9,노외,,제주특별자치도 제주시 도남동 79-9,7,무료,33.4922242,126.5316029
405-2-000772,이도이동 1969-3,노외,,제주특별자치도 제주시 이도이동 1969-3,14,무료,33.4950101,126.542604
405-2-000773,이도이동 1971-6,노외,,제주특별자치도 제주시 이도이동 1971-6,10,무료,33.4941668,126.5417633
405-2-000774,도남동 79-11,노외,,제주특별자치도 제주시 도남동 79-11,6,무료,33.492551,126.5312092
405-2-000775,이도이동 1959-6,노외,,제주특별자치도 제주시 이도이동 1959-6,17,무료,33.4939861,126.5451328
405-2-000776,이도이동 1987-16,노외,,제주특별자치도 제주시 이도이동 1987-16,8,무료,33.4908008,126.5377956
405-2-000777,이도이동 2035-2,노외,,제주특별자치도 제주시 이도이동 2035-2,9,무료,33.4892317,126.5338349
405-2-000778,도남동 83-66,노외,,제주특별자치도 제주시 도남동 83-66,45,무료,33.4932891,126.5289522
405-2-000779,도남동 49-6,노외,,제주특별자치도 제주시 도남동 49-6,16,무료,33.4945223,126.5239272
405-2-000780,도남동 50-5,노외,,제주특별자치도 제주시 도남동 50-5,16,무료,33.4935551,126.5235256
405-2-000781,이도이동 1959-3,노외,,제주특별자치도 제주시 이도이동 1959-3,14,무료,33.4942672,126.5454142
405-2-000782,이도이동 1175-16,노외,,제주특별자치도 제주시 이도이동 1175-16,4,무료,33.5013898,126.5324027
405-2-000783,삼도일동 305-92,노외,,제주특별자치도 제주시 삼도일동 305-92,6,무료,33.5020526,126.5237585
405-2-000784,삼도일동 499-3,노외,,제주특별자치도 제주시 삼도일동 499-3,18,무료,33.5033465,126.5150093
405-2-000785,삼도일동 500-14,노외,,제주특별자치도 제주시 삼도일동 500-14,26,유료,33.5041349,126.516309
405-2-000786,삼도일동 500-2,노외,,제주특별자치도 제주시 삼도일동 500-2,10,무료,33.5042757,126.5158898
405-2-000787,삼도일동 502-17,노외,,제주특별자치도 제주시 삼도일동 502-17,7,무료,33.5035124,126.5157596
405-2-000788,삼도일동 504-11,노외,,제주특별자치도 제주시 삼도일동 504-11,7,무료,33.5017759,126.5158004
405-2-000789,삼도일동 513-3,노외,,제주특별자치도 제주시 삼도일동 513-3,25,무료,33.5021422,126.5168221
405-2-000790,삼도일동 522-2,노외,,제주특별자치도 제주시 삼도일동 522-2,26,무료,33.5015254,126.5187318
405-2-000791,삼도일동 522-9,노외,,제주특별자치도 제주시 삼도일동 522-9,18,무료,33.5013597,126.5187973
405-2-000792,삼도일동 532-11,노외,,제주특별자치도 제주시 삼도일동 532-11,4,무료,33.502076,126.5197037
405-2-000793,삼도일동 533-10,노외,,제주특별자치도 제주시 삼도일동 533-10,3,무료,33.5012978,126.5196036
405-2-000794,삼도일동 533-9,노외,,제주특별자치도 제주시 삼도일동 533-9,8,무료,33.5013652,126.5196048
405-2-000795,삼도일동 536,노외,,제주특별자치도 제주시 삼도일동 536,9,무료,33.5018996,126.5201215
405-2-000796,삼도일동 536-2,노외,,제주특별자치도 제주시 삼도일동 536-2,14,무료,33.501646,126.5201167
405-2-000797,삼도일동 560-2,노외,,제주특별자치도 제주시 삼도일동 560-2,31,유료,33.4989699,126.5162616
405-2-000798,"삼도일동 561-1, 11, 22, 23",노외,,제주특별자치도 제주시 삼도일동 561-1,38,무료,33.4997476,126.5167454
405-2-000799,삼도일동 561-12,노외,,제주특별자치도 제주시 삼도일동 561-12,14,무료,33.4994868,126.5172148
405-2-000800,삼도일동 573-5,노외,,제주특별자치도 제주시 삼도일동 573-5,63,무료,33.4990318,126.5216321
405-2-000801,삼도일동 584-17,노외,,제주특별자치도 제주시 삼도일동 584-17,5,무료,33.4991758,126.5244596
405-2-000802,삼도일동 703-15,노외,,제주특별자치도 제주시 삼도일동 703-15,7,무료,33.5056606,126.5177431
405-2-000803,삼도일동 706-14,노외,,제주특별자치도 제주시 삼도일동 706-14,6,무료,33.5071238,126.5178306
405-1-000804,"전농로1길 56, 용담1동 2578",노상,제주특별자치도 제주시 전농로1길 56,,239,무료,33.5083908,126.5173428
405-1-000805,전농로 82,노상,제주특별자치도 제주시 전농로 82,,11,무료,33.5042738,126.5217445
405-1-000806,"전농로 88, 서광로25길 58",노상,제주특별자치도 제주시 전농로 88,,28,무료,33.5042663,126.5227638
405-1-000807,서광로25길 56,노상,제주특별자치도 제주시 서광로25길 56,,2,무료,33.5034145,126.5217448
405-1-000809,"서광로21길 40, 홍랑길 35",노상,제주특별자치도 제주시 서광로21길 40,,12,무료,33.5033034,126.5221858
405-1-000810,"홍랑길 29, 19",노상,제주특별자치도 제주시 홍랑길 29,,37,무료,33.5023941,126.5230476
405-1-000811,홍랑길 18-1,노상,제주특별자치도 제주시 홍랑길 18-1,,3,무료,33.5012854,126.5233348
405-1-000812,서사로19길 42,노상,제주특별자치도 제주시 서사로19길 42,,7,무료,33.5009921,126.5242645
405-1-000813,"서광로25길 10, 서광로 267",노상,제주특별자치도 제주시 서광로25길 10,,40,무료,33.500746,126.5241097
405-1-000814,삼도일동 585-12,노상,,제주특별자치도 제주시 삼도일동 585-12,25,무료,33.501044,126.5157309
405-1-000815,"삼도일동 505, 서사로20길 34",노상,,제주특별자치도 제주시 삼도일동 505,8,무료,,
405-1-000816,서광로11길 15,노상,제주특별자치도 제주시 서광로11길 15,,1,무료,33.5013786,126.5164081
405-1-000817,"평전1길 30, 26",노상,제주특별자치도 제주시 평전1길 30,,4,무료,33.5005881,126.5160991
405-1-000818,"서사로 149, 149-1",노상,제주특별자치도 제주시 서사로 149,,6,무료,33.4990831,126.520016
405-1-000819,삼오길 9,노상,제주특별자치도 제주시 삼오길 9,,1,무료,33.4994101,126.5174375
405-1-000820,"삼오길 17, 21",노상,제주특별자치도 제주시 삼오길 17,,5,무료,33.4994234,126.5182269
405-1-000821,서광로14길 12,노상,제주특별자치도 제주시 서광로14길 12,,2,무료,33.4990388,126.5176261
405-1-000822,"공설로 15, 서사로 154",노상,제주특별자치도 제주시 공설로 15,,40,무료,33.4985375,126.5166787
405-2-000823,삼도일동 553-11,노외,,제주특별자치도 제주시 삼도일동 553-11,15,무료,33.5003144,126.5222702
405-2-000824,삼도일동 553-12,노외,,제주특별자치도 제주시 삼도일동 553-12,8,무료,33.5001919,126.5220863
405-2-000825,삼도일동 305-112 외 1필지,노외,,제주특별자치도 제주시 삼도일동 305-112,16,무료,,
405-2-000826,삼도일동 796-8,노외,,제주특별자치도 제주시 삼도일동 796-8,16,유료,33.5087117,126.5186879
405-2-000827,관덕정 서측,노외,,제주특별자치도 제주시 삼도이동 1024,37,유료,33.5135098,126.5207008
405-2-000828,삼도이동 1104,노외,,제주특별자치도 제주시 삼도이동 1104,9,무료,33.5151043,126.5206667
405-2-000829,삼도이동 1158-23,노외,,제주특별자치도 제주시 삼도이동 1158-23,18,무료,33.5152722,126.5187481
405-2-000830,삼도이동 1158-30,노외,,제주특별자치도 제주시 삼도이동 1158-30,4,무료,33.5152463,126.5183322
405-2-000831,삼도이동 1158-33,노외,,제주특별자치도 제주시 삼도이동 1158-33,2,무료,33.5153562,126.5182684
405-2-000832,삼도이동 1158-71,노외,,제주특별자치도 제주시 삼도이동 1158-71,5,무료,33.5152001,126.5184855
405-2-000833,"삼도이동 1158-99,101",노외,,제주특별자치도 제주시 삼도이동 1158-99,2,무료,33.5151922,126.5181941
405-2-000834,무근성,노외,,제주특별자치도 제주시 삼도이동 1159-2,36,유료,,
405-2-000835,"삼도이동 1167-6,1167-7",노외,,제주특별자치도 제주시 삼도이동 1167-6,9,무료,33.5165729,126.517121
405-2-000836,칠성골,노외,,제주특별자치도 제주시 삼도이동 1192-8,73,유료,33.5165152,126.5252465
405-2-000837,삼도이동 1227-15,노외,,제주특별자치도 제주시 삼도이동 1227-15,4,무료,33.5165279,126.5168097
405-2-000838,병문천,노외,,제주특별자치도 제주시 삼도이동 1227-7,58,유료,33.5046527,126.5223433
405-2-000839,탑동 제2,노외,,제주특별자치도 제주시 삼도이동 1257,73,유료,33.5183529,126.5198344
405-2-000840,삼도이동 1260-4,노외,,제주특별자치도 제주시 삼도이동 1260-4,10,무료,33.5180772,126.5227876
405-2-000841,탑동 제1,노외,,제주특별자치도 제주시 삼도이동 1263,66,유료,33.5174284,126.5237309
405-2-000842,삼도이동 202-2,노외,,제주특별자치도 제주시 삼도이동 202-2,7,무료,33.5091931,126.5226178
405-2-000843,"삼도이동 218-2, 219",노외,,제주특별자치도 제주시 삼도이동 218-2,6,무료,33.5083273,126.5236904
405-2-000844,삼도이동 807-1,노외,,제주특별자치도 제주시 삼도이동 807-1,4,무료,33.5087223,126.5218886
405-2-000845,"삼도이동 807-3, 807-16",노외,,제주특별자치도 제주시 삼도이동 807-3,4,무료,33.5085877,126.5218905
405-2-000846,성내,노외,,제주특별자치도 제주시 삼도이동 839,34,유료,33.5121357,126.5200469
405-2-000847,삼도이동 830-2,노외,,제주특별자치도 제주시 삼도이동 830-2,8,무료,33.5115756,126.520408
405-2-000848,제주중앙지하상가,노외,,제주특별자치도 제주시 삼도이동 102-2,24,유료,33.5127396,126.5233141
405-1-000849,삼도이동 1258,노상,,제주특별자치도 제주시 삼도이동 1258,19,무료,33.5185714,126.5211843
405-1-000850,삼도이동 1259,노상,,제주특별자치도 제주시 삼도이동 1259,6,무료,33.5179749,126.5211773
405-1-000851,삼도이동 1260,노상,,제주특별자치도 제주시 삼도이동 1260,2,무료,,
405-1-000853,"탑동해안로 66, 탑동로2길 7",노상,제주특별자치도 제주시 탑동해안로 66,,24,무료,,
405-1-000854,탑동로 47,노상,제주특별자치도 제주시 탑동로 47,,5,무료,33.5175877,126.5197979
405-1-000856,탑동로13길 44,노상,제주특별자치도 제주시 탑동로13길 44,,2,무료,33.5167041,126.5214224
405-1-000857,"탑동로15길 40, 48",노상,제주특별자치도 제주시 탑동로15길 40,,6,무료,33.5160753,126.520911
405-1-000858,"탑동로15길 42, 44-1",노상,제주특별자치도 제주시 탑동로15길 42,,2,무료,33.5160888,126.5211806
405-1-000859,탑동로15길 48,노상,제주특별자치도 제주시 탑동로15길 48,,2,무료,33.5161802,126.5218025
405-1-000860,북성로 28,노상,제주특별자치도 제주시 북성로 28,,2,무료,33.5159424,126.5219142
405-1-000861,북성로 24,노상,제주특별자치도 제주시 북성로 24,,3,무료,33.5160714,126.5222999
405-1-000862,"탑동로 111, 121-1",노상,제주특별자치도 제주시 탑동로 111,,28,무료,33.5152332,126.5175747
405-1-000863,"탑동로 123, 삼도이동 1157-12",노상,제주특별자치도 제주시 탑동로 123,,13,무료,33.5141782,126.5182256
405-1-000864,"삼도이동 870-4, 관덕로 3",노상,,제주특별자치도 제주시 삼도이동 870-4,26,무료,,
405-1-000865,탑동로 141-1,노상,제주특별자치도 제주시 탑동로 141-1,,2,무료,33.5129825,126.5191297
405-1-000866,"탑동로 115-8, 삼도이동 1158-8",노상,제주특별자치도 제주시 탑동로 115-8,,8,무료,33.5151449,126.5181205
405-1-000867,북성로 51,노상,제주특별자치도 제주시 북성로 51,,5,무료,33.5153699,126.519053
405-1-000868,"무근성5길 26, 무근성길 36",노상,제주특별자치도 제주시 무근성5길 26,,3,무료,33.5150192,126.5192372
405-1-000869,무근성길 39,노상,제주특별자치도 제주시 무근성길 39,,4,무료,33.514872,126.5198278
405-1-000870,무근성길 37,노상,제주특별자치도 제주시 무근성길 37,,4,무료,33.5150838,126.5200388
405-1-000871,삼도이동 1116-1,노상,,제주특별자치도 제주시 삼도이동 1116-1,3,무료,33.5155648,126.5208492
405-1-000872,무근성7길 29,노상,제주특별자치도 제주시 무근성7길 29,,1,무료,33.5151977,126.5210757
405-1-000873,무근성5길 18,노상,제주특별자치도 제주시 무근성5길 18,,2,무료,33.514269,126.5195585
405-1-000874,서사로 15,노상,제주특별자치도 제주시 서사로 15,,11,무료,33.5109536,126.5201497
405-1-000875,"관덕로 30, 삼도이동 1",노상,제주특별자치도 제주시 관덕로 30,,4,무료,33.5129817,126.5224176
405-1-000876,"삼도이동 69-1, 관덕로6길 5",노상,,제주특별자치도 제주시 삼도이동 69-1,3,무료,,
405-1-000877,남성로 143,노상,제주특별자치도 제주시 남성로 143,,4,무료,33.5093001,126.5205292
405-1-000878,"남성로 143-1, 삼도이동 803-9",노상,제주특별자치도 제주시 남성로 143-1,,14,무료,33.5093814,126.5204772
405-1-000879,삼도이동 1233,노상,,제주특별자치도 제주시 삼도이동 1233,2,무료,33.510371,126.520446
405-1-000880,중앙로14길 39,노상,제주특별자치도 제주시 중앙로14길 39,,2,무료,33.5104876,126.520611
405-1-000881,"남성로22길 38, 44",노상,제주특별자치도 제주시 남성로22길 38,,6,무료,33.5067369,126.5224473
405-1-000882,"남성로22길 50, 54",노상,제주특별자치도 제주시 남성로22길 50,,13,무료,33.5055506,126.5221981
405-1-000883,남성로22길 56,노상,제주특별자치도 제주시 남성로22길 56,,2,무료,33.5050715,126.5222122
405-1-000884,"삼도이동 811-12, 남성로22길 3",노상,,제주특별자치도 제주시 삼도이동 811-12,4,무료,,
405-1-000886,"남중서2길 4, 4-2",노상,제주특별자치도 제주시 남중서2길 4,,4,무료,33.5069471,126.5228727
405-1-000887,중앙로24길 26,노상,제주특별자치도 제주시 중앙로24길 26,,3,무료,33.5059222,126.5224677
405-1-000888,중앙로26길 25,노상,제주특별자치도 제주시 중앙로26길 25,,4,무료,33.5051202,126.5226155
405-2-000889,삼도이동 1167-5,노외,,제주특별자치도 제주시 삼도이동 1167-5,7,무료,33.5166438,126.5170629
405-2-000890,"삼도이동 937-2, 932-2",노외,,제주특별자치도 제주시 삼도이동 937-2,13,무료,,
405-2-000891,삼도이동 632-1,노외,,제주특별자치도 제주시 삼도이동 632-1,23,무료,33.5079348,126.5202714
405-2-000892,용담일동 137-54외6,노외,,제주특별자치도 제주시 용담일동 137-54,7,무료,,
405-2-000893,용담일동 220-10,노외,,제주특별자치도 제주시 용담일동 220-10,4,무료,33.5095155,126.5162581
405-2-000894,용담일동 220-16,노외,,제주특별자치도 제주시 용담일동 220-16,5,무료,33.5096327,126.5161104
405-2-000895,용담일동 239-5,노외,,제주특별자치도 제주시 용담일동 239-5,8,무료,33.5084166,126.5146382
405-2-000896,용담일동 244-1,노외,,제주특별자치도 제주시 용담일동 244-1,8,무료,33.5092477,126.5135332
405-2-000897,용담로18길,노외,,제주특별자치도 제주시 용담일동 244-10,7,유료,33.5088638,126.5133177
405-2-000898,용담일동 251-24,노외,,제주특별자치도 제주시 용담일동 251-24,8,무료,33.5054584,126.5136645
405-2-000899,용담일동 262-13,노외,,제주특별자치도 제주시 용담일동 262-13,9,무료,33.5056919,126.5127438
405-2-000900,용담일동 2824-14,노외,,제주특별자치도 제주시 용담일동 2824-14,3,무료,33.500444,126.5131246
405-2-000901,용담일동 292-10,노외,,제주특별자치도 제주시 용담일동 292-10,5,무료,33.5099876,126.5153619
405-2-000902,"용담일동 295-40,295-49",노외,,제주특별자치도 제주시 용담일동 295-40,8,무료,33.5106642,126.5160091
405-1-000903,용담일동 2578-3,노상,,제주특별자치도 제주시 용담일동 2578-3,43,무료,33.5062408,126.5149645
405-1-000904,"탑동로 110, 140",노상,제주특별자치도 제주시 탑동로 110,,64,무료,33.5148687,126.516831
405-1-000905,"서문로 24-2, 용담로 120",노상,제주특별자치도 제주시 서문로 24-2,,4,무료,33.5099251,126.5141262
405-1-000906,"서문로 46, 서문로2길 3",노상,제주특별자치도 제주시 서문로 46,,10,무료,33.5108099,126.5161498
405-1-000907,"서문로2길 23-4, 용담로17길 24",노상,제주특별자치도 제주시 서문로2길 23-4,,18,무료,33.5100204,126.5179189
405-1-000908,"서사로 4, 6-1",노상,제주특별자치도 제주시 서사로 4,,12,무료,33.512002,126.5190729
405-1-000909,용담일동 183-3,노상,,제주특별자치도 제주시 용담일동 183-3,3,무료,33.5028646,126.5123087
405-1-000910,남성로 29,노상,제주특별자치도 제주시 남성로 29,,2,무료,33.5027714,126.5127559
405-1-000911,"남성로 43, 25",노상,제주특별자치도 제주시 남성로 43,,19,무료,,
405-1-000912,"남성로 42-1, 32-1",노상,제주특별자치도 제주시 남성로 42-1,,12,무료,33.5040097,126.5132446
405-1-000913,"남성로 32, 26",노상,제주특별자치도 제주시 남성로 32,,3,무료,33.5029925,126.5131432
405-1-000914,"서광로3길 43-1, 25",노상,제주특별자치도 제주시 서광로3길 43-1,,14,무료,33.5040633,126.5134338
405-1-000915,남성로8길 4,노상,제주특별자치도 제주시 남성로8길 4,,1,무료,33.5035525,126.5137328
405-1-000916,"남성로8길 8, 12",노상,제주특별자치도 제주시 남성로8길 8,,3,무료,33.5035631,126.5140246
405-1-000917,"서광로3길 32, 5길 27-6",노상,제주특별자치도 제주시 서광로3길 32,,5,무료,33.5027617,126.5136757
405-1-000918,"남성로 60, 용담일동 2850",노상,제주특별자치도 제주시 남성로 60,,57,무료,33.5051247,126.5139682
405-1-000919,"남성로 17, 9",노상,제주특별자치도 제주시 남성로 17,,4,무료,33.5017282,126.5126856
405-1-000920,남성로 7,노상,제주특별자치도 제주시 남성로 7,,2,무료,33.5009791,126.5125752
405-1-000921,"남성로 20-1, 남성로 8",노상,제주특별자치도 제주시 남성로 20-1,,12,무료,33.5020068,126.5131439
405-1-000922,"남성로 12, 2길 4",노상,제주특별자치도 제주시 남성로 12,,4,무료,33.5012102,126.5131159
405-1-000923,"서광로3길 17, 남성로2길 3",노상,제주특별자치도 제주시 서광로3길 17,,4,무료,33.5016435,126.5133248
405-1-000924,"남성로2길 8, 서광로7길 13",노상,제주특별자치도 제주시 남성로2길 8,,10,무료,33.5011835,126.5138576
405-1-000925,"서광로3길 10-1, 5길 8-9",노상,제주특별자치도 제주시 서광로3길 10-1,,10,무료,33.5010735,126.5138759
405-1-000926,"서광로7길 23, 서광로 175",노상,제주특별자치도 제주시 서광로7길 23,,31,무료,33.5019049,126.5145828
405-1-000927,서광로5길 4,노상,제주특별자치도 제주시 서광로5길 4,,2,무료,33.5006688,126.5144466
405-1-000928,서광로5길 1,노상,제주특별자치도 제주시 서광로5길 1,,2,무료,33.5004943,126.5140217
405-2-000929,용담일동 255-5,노외,,제주특별자치도 제주시 용담일동 255-5,7,무료,33.5077183,126.5123386
405-2-000930,공항입구,노외,,제주특별자치도 제주시 용담이동 1611-2,208,유료,33.503675,126.4957131
405-2-000931,용담이동 2686-7,노외,,제주특별자치도 제주시 용담이동 2686-7,3,무료,33.5057631,126.5106795
405-2-000932,용담이동 2690-19,노외,,제주특별자치도 제주시 용담이동 2690-19,48,무료,33.5047902,126.5103426
405-2-000933,용담이동 2745-10,노외,,제주특별자치도 제주시 용담이동 2745-10,34,무료,,
405-2-000934,용담이동 358-12,노외,,제주특별자치도 제주시 용담이동 358-12,8,무료,33.5116192,126.5122351
405-2-000935,용담이동 359-56,노외,,제주특별자치도 제주시 용담이동 359-56,1,무료,33.5117122,126.5121353
405-2-000936,용두암,노외,,제주특별자치도 제주시 용담이동 483,62,유료,33.5148036,126.511798
405-2-000937,용화마을,노외,,제주특별자치도 제주시 용담이동 655-2,28,유료,33.5076004,126.5067211
405-2-000938,용담이동 774-5,노외,,제주특별자치도 제주시 용담이동 774-5,23,유료,33.5050817,126.5069498
405-2-000939,용담이동 928-31,노외,,제주특별자치도 제주시 용담이동 928-31,8,무료,33.5123046,126.504334
405-2-000940,용담이동 928-89,노외,,제주특별자치도 제주시 용담이동 928-89,4,무료,33.5121467,126.5043446
405-2-000941,용담삼동 2290-3,노외,,제주특별자치도 제주시 용담삼동 2290-3,11,무료,33.5199688,126.4946157
405-2-000942,용담삼동 2396-1,노외,,제주특별자치도 제주시 용담삼동 2396-1,10,무료,33.5185026,126.4887999
405-2-000943,용담삼동 519-12,노외,,제주특별자치도 제주시 용담삼동 519-12,17,무료,33.5152572,126.5060453
405-2-000944,용담삼동 995-1,노외,,제주특별자치도 제주시 용담삼동 995-1,25,무료,33.5147488,126.5041314
405-1-000946,동한두기길 15,노상,제주특별자치도 제주시 동한두기길 15,,4,무료,33.516237,126.515901
405-1-000947,용두암길 48,노상,제주특별자치도 제주시 용두암길 48,,1,무료,33.5134131,126.5140702
405-1-000948,"성화로 33, 1",노상,제주특별자치도 제주시 성화로 33,,32,무료,33.5129262,126.505517
405-1-000949,"용화로 3, 7",노상,제주특별자치도 제주시 용화로 3,,6,무료,33.5101547,126.5039213
405-1-000950,"용담로 36, 48",노상,제주특별자치도 제주시 용담로 36,,15,무료,33.5129385,126.5063835
405-1-000951,"성화로 34, 2",노상,제주특별자치도 제주시 성화로 34,,28,무료,33.5128987,126.5057754
405-1-000952,"용담이동 593-9, 용담로4길 2",노상,,제주특별자치도 제주시 용담이동 593-9,14,무료,,
405-1-000953,"성화로 2, 용화로 37-2",노상,제주특별자치도 제주시 성화로 2,,23,무료,33.5101335,126.505425
405-1-000954,"용담로 54-1, 58-1",노상,제주특별자치도 제주시 용담로 54-1,,8,무료,33.5127037,126.5085721
405-1-000955,"용화로11길 34, 28",노상,제주특별자치도 제주시 용화로11길 34,,6,무료,33.5123578,126.5093427
405-1-000956,용화로 47,노상,제주특별자치도 제주시 용화로 47,,3,무료,33.5098256,126.508618
405-1-000957,"용화로 4, 용화로4길 2",노상,제주특별자치도 제주시 용화로 4,,11,무료,33.5098398,126.5040014
405-1-000958,"용화로 20, 40",노상,제주특별자치도 제주시 용화로 20,,26,무료,33.5098005,126.5054948
405-1-000959,"용화로10길 4, 용문로17길 21-1",노상,제주특별자치도 제주시 용화로10길 4,,15,무료,33.5094526,126.5077165
405-1-000960,"용문로17길 22, 용화로10길 24",노상,제주특별자치도 제주시 용문로17길 22,,3,무료,33.5078827,126.5073415
405-1-000961,"용문서안길 28, 용담이동 796-33",노상,제주특별자치도 제주시 용문서안길 28,,8,무료,33.5091116,126.5058219
405-1-000962,"용화로 44, 용화로 48",노상,제주특별자치도 제주시 용화로 44,,10,무료,33.5093346,126.5080892
405-1-000963,"용화로10길 3, 용화로10길 35",노상,제주특별자치도 제주시 용화로10길 3,,17,무료,33.5094744,126.5078996
405-1-000964,"용문로21길 13, 21",노상,제주특별자치도 제주시 용문로21길 13,,7,무료,33.5087928,126.5087657
405-1-000965,"용화로10길 23-1, 용문로 145-4",노상,제주특별자치도 제주시 용화로10길 23-1,,7,무료,33.5078572,126.5076691
405-1-000966,"용담이동 650-16, 용문로11길 4",노상,,제주특별자치도 제주시 용담이동 650-16,5,무료,,
405-1-000967,"용문로20길 27, 15",노상,제주특별자치도 제주시 용문로20길 27,,13,무료,33.5086725,126.5111648
405-1-000968,"용문로10길 3, 용원길 4-1",노상,제주특별자치도 제주시 용문로10길 3,,9,무료,33.5041096,126.5072105
405-1-000969,용담삼동 519-12,노상,,제주특별자치도 제주시 용담삼동 519-12,17,무료,33.5152572,126.5060453
405-2-000970,용담이동 359-25,노외,,제주특별자치도 제주시 용담이동 359-25,25,무료,,
405-2-000971,건입동 1036-2,노외,,제주특별자치도 제주시 건입동 1036-2,11,무료,33.5173733,126.5376234
405-2-000972,"건입동 1042-2,1042-1",노외,,제주특별자치도 제주시 건입동 1042-2,17,무료,33.5163113,126.5354521
405-2-000973,건입동 1042-7,노외,,제주특별자치도 제주시 건입동 1042-7,4,무료,33.5162172,126.5353104
405-2-000974,건입동 1077-47,노외,,제주특별자치도 제주시 건입동 1077-47,4,무료,33.5147137,126.5344373
405-2-000975,"건입동 1123-12, 1123-59",노외,,제주특별자치도 제주시 건입동 1123-12,5,무료,33.5136393,126.5300381
405-2-000976,건입동 1188,노외,,제주특별자치도 제주시 건입동 1188,10,무료,33.5154795,126.5313975
405-2-000977,건입동 1189-1,노외,,제주특별자치도 제주시 건입동 1189-1,5,무료,33.515298,126.5311086
405-2-000978,건입동 1189-10,노외,,제주특별자치도 제주시 건입동 1189-10,9,무료,33.5149637,126.5310102
405-2-000979,건입동 1190-1,노외,,제주특별자치도 제주시 건입동 1190-1,8,무료,33.515028,126.5306995
405-2-000980,"건입동 1204-1, 1204-2",노외,,제주특별자치도 제주시 건입동 1204-1,18,무료,33.5149519,126.5300369
405-2-000981,건입동 1205-1,노외,,제주특별자치도 제주시 건입동 1205-1,5,무료,33.5148869,126.5298971
405-2-000982,건입동 122-1,노외,,제주특별자치도 제주시 건입동 122-1,14,무료,33.5093719,126.5440754
405-2-000983,건입동 1249,노외,,제주특별자치도 제주시 건입동 1249,10,무료,33.5143639,126.5312188
405-2-000984,건입동 1274-27,노외,,제주특별자치도 제주시 건입동 1274-27,4,무료,33.515055,126.5322953
405-2-000985,건입동 1277-2,노외,,제주특별자치도 제주시 건입동 1277-2,8,무료,33.5159486,126.5328057
405-2-000986,산짓물(지하),노외,,제주특별자치도 제주시 건입동 1328,70,유료,,
405-2-000987,건입동 1421-13,노외,,제주특별자치도 제주시 건입동 1421-13,15,무료,33.5162596,126.5242437
405-2-000988,건입동 658-9,노외,,제주특별자치도 제주시 건입동 658-9,23,무료,33.5171442,126.5395657
405-2-000989,건입동 659-3,노외,,제주특별자치도 제주시 건입동 659-3,19,무료,33.5177594,126.5401446
405-2-000990,건입동 670,노외,,제주특별자치도 제주시 건입동 670,7,무료,33.5168588,126.5403987
405-2-000991,"건입동 697-1, 697-6",노외,,제주특별자치도 제주시 건입동 697-1,66,무료,33.5154052,126.5424502
405-2-000992,건입동 709-2,노외,,제주특별자치도 제주시 건입동 709-2,11,무료,33.5144491,126.5393625
405-2-000993,건입동 709-4,노외,,제주특별자치도 제주시 건입동 709-4,10,무료,33.5143457,126.5389593
405-2-000994,"건입동 933-3 923,925-1, 927-1",노외,,제주특별자치도 제주시 건입동 933-3,54,무료,,
405-1-000995,서부두2길,노상,,제주특별자치도 제주시 건입동 1440-2,30,무료,33.5177935,126.5250512
405-1-000996,서부두2길,노상,,제주특별자치도 제주시 건입동 1443-1,17,무료,33.5174533,126.5267828
405-1-000997,"서부두길 18-2, 16",노상,제주특별자치도 제주시 서부두길 18-2,,10,무료,33.5178437,126.528448
405-1-000998,서부두2길 20,노상,제주특별자치도 제주시 서부두2길 20,,11,무료,33.5174533,126.5267828
405-1-000999,중앙로 13,노상,제주특별자치도 제주시 중앙로 13,,21,무료,33.5170046,126.5254307
405-1-001000,임항로 17,노상,제주특별자치도 제주시 임항로 17,,11,무료,33.5167445,126.5267387
405-1-001001,임항로 17,노상,제주특별자치도 제주시 임항로 17,,17,무료,33.5167445,126.5267387
405-1-001002,서부두2길 26,노상,제주특별자치도 제주시 서부두2길 26,,5,무료,33.5173807,126.5275094
405-1-001004,서부두길 10-2,노상,제주특별자치도 제주시 서부두길 10-2,,6,무료,33.5169861,126.5280372
405-1-001005,임항로 37,노상,제주특별자치도 제주시 임항로 37,,10,무료,33.5167948,126.5286273
